dt,series,value
2016-01-01 02:34:00,A,0.7225146366376195
2016-01-01 02:35:00,A,0.7259234721840591
2016-01-01 02:36:00,A,0.6293203910498374
2016-01-01 02:37:00,A,0.632705328562516
2016-01-01 02:38:00,A,0.636078220277764
2016-01-01 02:39:00,A,0.6394390019805848
2016-01-01 02:40:00,A,0.7427876096865392
2016-01-01 02:41:00,A,0.7461239796429638
2016-01-01 02:42:00,A,0.7494480483301836
2016-01-01 02:43:00,A,0.5527597524627225
2016-01-01 02:44:00,A,0.5560590289905073
2016-01-01 02:45:00,A,0.6593458151000688
2016-01-01 02:46:00,A,0.6626200482157375
2016-01-01 02:47:00,A,0.6658816660008342
2016-01-01 02:48:00,A,0.6691306063588582
2016-01-01 02:49:00,A,0.5723668074346681
2016-01-01 02:50:00,A,0.5755902076156603
2016-01-01 02:51:00,A,0.6788007455329417
2016-01-01 02:52:00,A,0.5819983600624985
2016-01-01 02:53:00,A,0.6851829903263591
2016-01-01 02:54:00,A,0.5883545756937539
2016-01-01 02:55:00,A,0.7915130557822694
2016-01-01 02:56:00,A,0.6946583704589973
2016-01-01 02:57:00,A,0.6977904598416802
2016-01-01 02:58:00,A,0.6009092642998509
2016-01-01 02:59:00,A,0.6040147244559684
2016-01-01 03:00:00,A,0.8071067811865474
2016-01-01 03:01:00,A,0.8101853756232853
2016-01-01 03:02:00,A,0.8132504491541815
2016-01-01 03:03:00,A,0.7163019434246541
2016-01-01 03:04:00,A,0.7193398003386511
2016-01-01 03:05:00,A,0.8223639620597555
2016-01-01 03:06:00,A,0.7253743710122875
2016-01-01 03:07:00,A,1.4567419397648005
2016-01-01 03:08:00,A,0.8313537016191704
2016-01-01 03:09:00,A,0.6343225094356856
2016-01-01 03:10:00,A,0.737277336810124
2016-01-01 03:11:00,A,0.640218127486832
2016-01-01 03:12:00,A,0.7431448254773941
2016-01-01 03:13:00,A,0.8460573750616994
2016-01-01 03:14:00,A,0.848955720789002
2016-01-01 03:15:00,A,1.7036796149579547
2016-01-01 03:16:00,A,0.6547095802227719
2016-01-01 03:17:00,A,0.8575649843840495
2016-01-01 03:18:00,A,0.7604059656000309
2016-01-01 03:19:00,A,0.8632324697825288
2016-01-01 03:20:00,A,0.766044443118978
2016-01-01 03:21:00,A,1.337683664146919
2016-01-01 03:22:00,A,1.74324916677544
2016-01-01 03:23:00,A,0.8743926440821855
2016-01-01 03:24:00,A,0.7771459614569708
2016-01-01 03:25:00,A,0.7798844830928817
2016-01-01 03:26:00,A,0.7826081568524139
2016-01-01 03:27:00,A,0.8853169308807448
2016-01-01 03:28:00,A,0.7880107536067219
2016-01-01 03:29:00,A,0.7906895737438433
2016-01-01 03:30:00,A,0.793353340291235
2016-01-01 03:31:00,A,0.896002002534622
2016-01-01 03:32:00,A,0.7986355100472928
2016-01-01 03:33:00,A,1.4025076253821214
2016-01-01 03:34:00,A,0.7038568606172173
2016-01-01 03:35:00,A,1.4128892085349651
2016-01-01 03:36:00,A,0.8090169943749473
2016-01-01 03:37:00,A,0.9115739819650122
2016-01-01 03:38:00,A,1.4282310367126383
2016-01-01 03:39:00,A,0.8166415551616788
2016-01-01 03:40:00,A,0.8191520442889917
2016-01-01 03:41:00,A,0.9216469379421636
2016-01-01 03:42:00,A,0.8241261886220157
2016-01-01 03:43:00,A,0.7265897491271885
2016-01-01 03:44:00,A,0.7290375725550416
2016-01-01 03:45:00,A,0.46573480615127255
2016-01-01 03:46:00,A,0.9338858220671681
2016-01-01 03:47:00,A,0.8362861558477594
2016-01-01 03:48:00,A,0.9386705679454239
2016-01-01 03:49:00,A,0.9410390129643924
2016-01-01 03:50:00,A,0.7433914458128856
2016-01-01 03:51:00,A,0.7457278217039732
2016-01-01 03:52:00,A,0.848048096156426
2016-01-01 03:53:00,A,0.8503522249955628
2016-01-01 03:54:00,A,0.9526401643540922
2016-01-01 03:55:00,A,0.8549118706729465
2016-01-01 03:56:00,A,0.9571673007021121
2016-01-01 03:57:00,A,0.9594064115014527
2016-01-01 03:58:00,A,0.8616291604415257
2016-01-01 03:59:00,A,0.8638355052043957
2016-01-01 04:00:00,A,0.8660254037844386
2016-01-01 04:01:00,A,0.9681988144891422
2016-01-01 04:02:00,A,0.9703556959398997
2016-01-01 04:03:00,A,0.972496007072797
2016-01-01 04:04:00,A,0.9746197071393957
2016-01-01 04:05:00,A,0.7767267557075076
2016-01-01 04:06:00,A,0.9788171126619654
2016-01-01 04:07:00,A,0.8808907382053855
2016-01-01 04:08:00,A,0.9829475928589269
2016-01-01 04:09:00,A,0.7849876374630418
2016-01-01 04:10:00,A,0.7870108331782217
2016-01-01 04:11:00,A,0.7890171414857364
2016-01-01 04:12:00,A,0.8910065241883678
2016-01-01 04:13:00,A,0.7929789434111371
2016-01-01 04:14:00,A,0.894934361602025
2016-01-01 04:15:00,A,0.8968727415326884
2016-01-01 04:16:00,A,0.7987940462991671
2016-01-01 04:17:00,A,1.0006982393225878
2016-01-01 04:18:00,A,1.0025852843498606
2016-01-01 04:19:00,A,0.904455145454368
2016-01-01 04:20:00,A,0.80630778703665
2016-01-01 04:21:00,A,0.9081431738250813
2016-01-01 04:22:00,A,0.8099612708765432
2016-01-01 04:23:00,A,0.8117620435770886
2016-01-01 04:24:00,A,2.0270909152852017
2016-01-01 04:25:00,A,1.015311479119447
2016-01-01 04:26:00,A,0.917060074385124
2016-01-01 04:27:00,A,0.9187912101488982
2016-01-01 04:28:00,A,1.0205048534524404
2016-01-01 04:29:00,A,2.0444019433409037
2016-01-01 04:30:00,A,0.9238795325112867
2016-01-01 04:31:00,A,1.0255405040175665
2016-01-01 04:32:00,A,0.8271838545667873
2016-01-01 04:33:00,A,1.0288095528719243
2016-01-01 04:34:00,A,0.8304175679820246
2016-01-01 04:35:00,A,0.8320078692827985
2016-01-01 04:36:00,A,1.8671608529944035
2016-01-01 04:37:00,A,0.9351352096860117
2016-01-01 04:38:00,A,0.9366721892483976
2016-01-01 04:39:00,A,1.0381913359224841
2016-01-01 04:40:00,A,0.9396926207859083
2016-01-01 04:41:00,A,0.8411760152563706
2016-01-01 04:42:00,A,0.9426414910921784
2016-01-01 04:43:00,A,0.9440890203927842
2016-01-01 04:44:00,A,0.4227592877996584
2016-01-01 04:45:00,A,1.6938602589902112
2016-01-01 04:46:00,A,1.0483236552061994
2016-01-01 04:47:00,A,1.049699126201877
2016-01-01 04:48:00,A,1.0510565162951535
2016-01-01 04:49:00,A,0.9523957996432784
2016-01-01 04:50:00,A,1.053716950748227
2016-01-01 04:51:00,A,1.0550199444571866
2016-01-01 04:52:00,A,1.0563047559630354
2016-01-01 04:53:00,A,1.0575713608048145
2016-01-01 04:54:00,A,0.8588197348681931
2016-01-01 04:55:00,A,0.9600498543859287
2016-01-01 04:56:00,A,0.9612616959383189
2016-01-01 04:57:00,A,0.8624552364536473
2016-01-01 04:58:00,A,1.063630453208623
2016-01-01 04:59:00,A,1.064787323828813
2016-01-01 05:00:00,A,1.0659258262890683
2016-01-01 05:01:00,A,1.067045938913943
2016-01-01 05:02:00,A,0.9681476403781077
2016-01-01 05:03:00,A,1.0692309097067545
2016-01-01 05:04:00,A,0.9702957262759965
2016-01-01 05:05:00,A,0.9713420698132614
2016-01-01 05:06:00,A,0.8723699203976766
2016-01-01 05:07:00,A,1.0733792584604485
2016-01-01 05:08:00,A,1.0743700647852352
2016-01-01 05:09:00,A,0.8753423205085127
2016-01-01 05:10:00,A,1.0762960071199335
2016-01-01 05:11:00,A,0.8772311064626789
2016-01-01 05:12:00,A,0.9781476007338056
2016-01-01 05:13:00,A,0.9790454724845838
2016-01-01 05:14:00,A,0.8799247046208296
2016-01-01 05:15:00,A,0.9807852804032304
2016-01-01 05:16:00,A,0.981627183447664
2016-01-01 05:17:00,A,1.9649007954510194
2016-01-01 05:18:00,A,0.8832549075639546
2016-01-01 05:19:00,A,1.0840406976462909
2016-01-01 05:20:00,A,0.884807753012208
2016-01-01 05:21:00,A,0.9855560590580777
2016-01-01 05:22:00,A,0.9862856015372314
2016-01-01 05:23:00,A,0.9869963665602319
2016-01-01 05:24:00,A,0.8876883405951378
2016-01-01 05:25:00,A,0.8883615104677607
2016-01-01 05:26:00,A,0.9890158633619168
2016-01-01 05:27:00,A,0.8896513868196703
2016-01-01 05:28:00,A,1.0902680687415705
2016-01-01 05:29:00,A,1.0908658973868823
2016-01-01 05:30:00,A,0.4957224306869052
2016-01-01 05:31:00,A,0.892004949679715
2016-01-01 05:32:00,A,1.785092303282644
2016-01-01 05:33:00,A,1.0930684569549263
2016-01-01 05:34:00,A,0.8935718556765875
2016-01-01 05:35:00,A,0.8940563382223197
2016-01-01 05:36:00,A,0.5472609476841367
2016-01-01 05:37:00,A,1.0949685182509117
2016-01-01 05:38:00,A,1.095396198367179
2016-01-01 05:39:00,A,1.9916098551493235
2016-01-01 05:40:00,A,0.8961946980917456
2016-01-01 05:41:00,A,0.4982827512488807
2016-01-01 05:42:00,A,0.896917333733128
2016-01-01 05:43:00,A,0.9972501850994857
2016-01-01 05:44:00,A,1.0975640502598243
2016-01-01 05:45:00,A,1.0978589232386036
2016-01-01 05:46:00,A,1.9962695968437338
2016-01-01 05:47:00,A,0.9983916705573488
2016-01-01 05:48:00,A,0.9986295347545738
2016-01-01 05:49:00,A,0.8988483864849507
2016-01-01 05:50:00,A,0.8990482215818578
2016-01-01 05:51:00,A,0.8992290362407229
2016-01-01 05:52:00,A,0.8993908270190958
2016-01-01 05:53:00,A,0.8995335908367129
2016-01-01 05:54:00,A,1.7993146499511146
2016-01-01 05:55:00,A,0.8997620270799092
2016-01-01 05:56:00,A,1.0998476951563914
2016-01-01 05:57:00,A,0.999914327574007
2016-01-01 05:58:00,A,0.9999619230641713
2016-01-01 05:59:00,A,1.0999904807207346
2016-01-01 06:00:00,A,0.9
2016-01-01 06:01:00,A,1.999980961441469
2016-01-01 06:02:00,A,1.0999619230641713
2016-01-01 06:03:00,A,0.999914327574007
2016-01-01 06:04:00,A,0.9998476951563913
2016-01-01 06:05:00,A,2.199524054159818
2016-01-01 06:06:00,A,1.0996573249755572
2016-01-01 06:07:00,A,1.099533590836713
2016-01-01 06:08:00,A,1.0993908270190957
2016-01-01 06:09:00,A,1.0992290362407229
2016-01-01 06:10:00,A,0.9990482215818578
2016-01-01 06:11:00,A,1.7976967729699014
2016-01-01 06:12:00,A,1.0986295347545738
2016-01-01 06:13:00,A,0.9983916705573488
2016-01-01 06:14:00,A,0.998134798421867
2016-01-01 06:15:00,A,2.195717846477207
2016-01-01 06:16:00,A,1.9951281005196484
2016-01-01 06:17:00,A,1.0972501850994858
2016-01-01 06:18:00,A,0.896917333733128
2016-01-01 06:19:00,A,1.0965655024977614
2016-01-01 06:20:00,A,0.9961946980917455
2016-01-01 06:21:00,A,0.9958049275746618
2016-01-01 06:22:00,A,0.9953961983671789
2016-01-01 06:23:00,A,1.0949685182509117
2016-01-01 06:24:00,A,2.1890437907365468
2016-01-01 06:25:00,A,0.8940563382223197
2016-01-01 06:26:00,A,0.8935718556765875
2016-01-01 06:27:00,A,0.9930684569549263
2016-01-01 06:28:00,A,1.0925461516413222
2016-01-01 06:29:00,A,0.892004949679715
2016-01-01 06:30:00,A,0.8914448613738104
2016-01-01 06:31:00,A,1.0908658973868823
2016-01-01 06:32:00,A,1.9805361374831407
2016-01-01 06:33:00,A,1.7793027736393405
2016-01-01 06:34:00,A,0.9890158633619168
2016-01-01 06:35:00,A,0.8883615104677607
2016-01-01 06:36:00,A,0.8876883405951378
2016-01-01 06:37:00,A,1.086996366560232
2016-01-01 06:38:00,A,0.9862856015372314
2016-01-01 06:39:00,A,0.9855560590580777
2016-01-01 06:40:00,A,1.969615506024416
2016-01-01 06:41:00,A,0.9840406976462909
2016-01-01 06:42:00,A,0.9832549075639546
2016-01-01 06:43:00,A,0.9824503977255097
2016-01-01 06:44:00,A,0.881627183447664
2016-01-01 06:45:00,A,0.9807852804032304
2016-01-01 06:46:00,A,0.9799247046208296
2016-01-01 06:47:00,A,1.079045472484584
2016-01-01 06:48:00,A,0.8781476007338057
2016-01-01 06:49:00,A,1.077231106462679
2016-01-01 06:50:00,A,1.0762960071199335
2016-01-01 06:51:00,A,0.9753423205085128
2016-01-01 06:52:00,A,1.0743700647852352
2016-01-01 06:53:00,A,0.9733792584604485
2016-01-01 06:54:00,A,1.0723699203976766
2016-01-01 06:55:00,A,0.8713420698132615
2016-01-01 06:56:00,A,0.9702957262759965
2016-01-01 06:57:00,A,0.9692309097067544
2016-01-01 06:58:00,A,0.9681476403781077
2016-01-01 06:59:00,A,1.7340918778278864
2016-01-01 07:00:00,A,0.9659258262890683
2016-01-01 07:01:00,A,0.9647873238288129
2016-01-01 07:02:00,A,0.5318152266043115
2016-01-01 07:03:00,A,0.9624552364536473
2016-01-01 07:04:00,A,2.122523391876638
2016-01-01 07:05:00,A,1.7200997087718575
2016-01-01 07:06:00,A,1.0588197348681931
2016-01-01 07:07:00,A,1.0575713608048145
2016-01-01 07:08:00,A,1.0563047559630356
2016-01-01 07:09:00,A,0.8550199444571867
2016-01-01 07:10:00,A,0.853716950748227
2016-01-01 07:11:00,A,0.9523957996432784
2016-01-01 07:12:00,A,0.9510565162951536
2016-01-01 07:13:00,A,0.949699126201877
2016-01-01 07:14:00,A,0.9483236552061993
2016-01-01 07:15:00,A,0.8469301294951057
2016-01-01 07:16:00,A,0.9455185755993168
2016-01-01 07:17:00,A,1.0440890203927844
2016-01-01 07:18:00,A,1.0426414910921784
2016-01-01 07:19:00,A,1.0411760152563707
2016-01-01 07:20:00,A,0.9396926207859084
2016-01-01 07:21:00,A,1.0381913359224841
2016-01-01 07:22:00,A,0.8366721892483977
2016-01-01 07:23:00,A,0.9351352096860117
2016-01-01 07:24:00,A,0.9335804264972017
2016-01-01 07:25:00,A,0.9320078692827986
2016-01-01 07:26:00,A,0.5152087839910123
2016-01-01 07:27:00,A,0.8288095528719243
2016-01-01 07:28:00,A,0.9271838545667874
2016-01-01 07:29:00,A,0.8255405040175664
2016-01-01 07:30:00,A,0.4119397662556434
2016-01-01 07:31:00,A,1.0222009716704519
2016-01-01 07:32:00,A,0.9205048534524404
2016-01-01 07:33:00,A,1.0187912101488983
2016-01-01 07:34:00,A,0.8170600743851241
2016-01-01 07:35:00,A,0.4576557395597236
2016-01-01 07:36:00,A,1.627090915285202
2016-01-01 07:37:00,A,0.9117620435770886
2016-01-01 07:38:00,A,0.8099612708765432
2016-01-01 07:39:00,A,1.0081431738250812
2016-01-01 07:40:00,A,0.8063077870366501
2016-01-01 07:41:00,A,0.904455145454368
2016-01-01 07:42:00,A,0.9025852843498607
2016-01-01 07:43:00,A,1.0006982393225878
2016-01-01 07:44:00,A,0.9987940462991669
2016-01-01 07:45:00,A,0.9968727415326883
2016-01-01 07:46:00,A,0.8949343616020251
2016-01-01 07:47:00,A,1.7859578868222743
2016-01-01 07:48:00,A,0.9910065241883679
2016-01-01 07:49:00,A,1.9780342829714728
2016-01-01 07:50:00,A,0.9870108331782218
2016-01-01 07:51:00,A,0.8849876374630419
2016-01-01 07:52:00,A,0.9829475928589271
2016-01-01 07:53:00,A,0.9808907382053855
2016-01-01 07:54:00,A,0.9788171126619654
2016-01-01 07:55:00,A,0.9767267557075078
2016-01-01 07:56:00,A,0.9746197071393958
2016-01-01 07:57:00,A,0.43624800353639853
2016-01-01 07:58:00,A,0.9703556959398997
2016-01-01 07:59:00,A,0.8681988144891423
2016-01-01 08:00:00,A,0.9660254037844388
2016-01-01 08:01:00,A,0.8638355052043958
2016-01-01 08:02:00,A,0.8616291604415257
2016-01-01 08:03:00,A,1.7188128230029056
2016-01-01 08:04:00,A,0.9571673007021123
2016-01-01 08:05:00,A,0.7549118706729468
2016-01-01 08:06:00,A,0.9526401643540923
2016-01-01 08:07:00,A,0.8503522249955628
2016-01-01 08:08:00,A,0.8480480961564261
2016-01-01 08:09:00,A,0.8457278217039732
2016-01-01 08:10:00,A,0.9433914458128858
2016-01-01 08:11:00,A,0.7410390129643926
2016-01-01 08:12:00,A,0.938670567945424
2016-01-01 08:13:00,A,0.9362861558477596
2016-01-01 08:14:00,A,0.8338858220671682
2016-01-01 08:15:00,A,0.8314696123025451
2016-01-01 08:16:00,A,0.8290375725550418
2016-01-01 08:17:00,A,0.9265897491271886
2016-01-01 08:18:00,A,1.4482523772440317
2016-01-01 08:19:00,A,0.7216469379421637
2016-01-01 08:20:00,A,1.6383040885779834
2016-01-01 08:21:00,A,0.716641555161679
2016-01-01 08:22:00,A,0.7141155183563193
2016-01-01 08:23:00,A,0.7115739819650124
2016-01-01 08:24:00,A,0.8090169943749475
2016-01-01 08:25:00,A,0.8064446042674825
2016-01-01 08:26:00,A,0.8038568606172175
2016-01-01 08:27:00,A,0.8012538126910607
2016-01-01 08:28:00,A,0.898635510047293
2016-01-01 08:29:00,A,0.6960020025346222
2016-01-01 08:30:00,A,0.3466766701456176
2016-01-01 08:31:00,A,0.7906895737438435
2016-01-01 08:32:00,A,0.788010753606722
2016-01-01 08:33:00,A,0.4426584654403724
2016-01-01 08:34:00,A,0.782608156852414
2016-01-01 08:35:00,A,0.8798844830928818
2016-01-01 08:36:00,A,0.8771459614569711
2016-01-01 08:37:00,A,0.7743926440821857
2016-01-01 08:38:00,A,0.87162458338772
2016-01-01 08:39:00,A,0.8688418320734597
2016-01-01 08:40:00,A,0.7660444431189781
2016-01-01 08:41:00,A,0.663232469782529
2016-01-01 08:42:00,A,0.860405965600031
2016-01-01 08:43:00,A,0.8575649843840495
2016-01-01 08:44:00,A,0.8547095802227721
2016-01-01 08:45:00,A,0.8518398074789774
2016-01-01 08:46:00,A,0.8489557207890024
2016-01-01 08:47:00,A,0.8460573750616996
2016-01-01 08:48:00,A,1.6862896509547884
2016-01-01 08:49:00,A,0.7402181274868322
2016-01-01 08:50:00,A,0.6372773368101241
2016-01-01 08:51:00,A,0.6343225094356856
2016-01-01 08:52:00,A,1.6627074032383413
2016-01-01 08:53:00,A,0.8283709698824002
2016-01-01 08:54:00,A,0.7253743710122879
2016-01-01 08:55:00,A,0.6223639620597557
2016-01-01 08:56:00,A,0.6193398003386511
2016-01-01 08:57:00,A,0.6163019434246545
2016-01-01 08:58:00,A,0.6132504491541816
2016-01-01 08:59:00,A,0.7101853756232857
2016-01-01 09:00:00,A,0.6071067811865476
2016-01-01 09:01:00,A,1.2080294489119365
2016-01-01 09:02:00,A,0.800909264299851
2016-01-01 09:03:00,A,0.7977904598416802
2016-01-01 09:04:00,A,0.5946583704589975
2016-01-01 09:05:00,A,0.6915130557822694
2016-01-01 09:06:00,A,0.5883545756937539
2016-01-01 09:07:00,A,0.6851829903263593
2016-01-01 09:08:00,A,0.5819983600624985
2016-01-01 09:09:00,A,0.7788007455329417
2016-01-01 09:10:00,A,1.3511804152313207
2016-01-01 09:11:00,A,0.772366807434668
2016-01-01 09:12:00,A,0.7691306063588583
2016-01-01 09:13:00,A,0.7658816660008343
2016-01-01 09:14:00,A,0.7626200482157374
2016-01-01 09:15:00,A,0.559345815100069
2016-01-01 09:16:00,A,0.5560590289905073
2016-01-01 09:17:00,A,0.7527597524627226
2016-01-01 09:18:00,A,0.5494480483301838
2016-01-01 09:19:00,A,0.5461239796429638
2016-01-01 09:20:00,A,0.5427876096865395
2016-01-01 09:21:00,A,0.6394390019805848
2016-01-01 09:22:00,A,0.7360782202777642
2016-01-01 09:23:00,A,0.7327053285625161
2016-01-01 09:24:00,A,0.6293203910498374
2016-01-01 09:25:00,A,0.5259234721840592
2016-01-01 09:26:00,A,0.5225146366376195
2016-01-01 09:27:00,A,0.7190939493098338
2016-01-01 09:28:00,A,0.6156614753256584
2016-01-01 09:29:00,A,0.6122172800344493
2016-01-01 09:30:00,A,0.7087614290087209
2016-01-01 09:31:00,A,0.5052939880428945
2016-01-01 09:32:00,A,0.5018150231520482
2016-01-01 09:33:00,A,0.5983246005706592
2016-01-01 09:34:00,A,0.5948227867513413
2016-01-01 09:35:00,A,0.5913096483635826
2016-01-01 09:36:00,A,0.5877852522924732
2016-01-01 09:37:00,A,0.48424966563743443
2016-01-01 09:38:00,A,0.6807029557109399
2016-01-01 09:39:00,A,0.5771451900372336
2016-01-01 09:40:00,A,0.6735764363510464
2016-01-01 09:41:00,A,0.6699967625963031
2016-01-01 09:42:00,A,0.46640623692483285
2016-01-01 09:43:00,A,0.46280492769506876
2016-01-01 09:44:00,A,0.5591929034707469
